5591,12,30,0,30
5792,12,0,23,0
4405,11,0,1,0
3941,12,0,1,0
3393,11,30,23,0
3384,12,0,1,0
1188,11,0,0,0
912,12,0,1,0
1212,12,30,15,0
1212,19,0,23,0
1211,12,30,15,0
1211,19,30,23,0
2664,11,0,1,0
2742,12,30,14,30
2742,19,0,23,45
4484,11,0,0,30
4354,12,30,23,45
4354,15,0,19,30
1899,0,0,0,0
4741,12,0,1,0
2760,12,0,0,30
4752,12,0,0,30
3077,12,0,15,0
3077,19,30,23,30
2788,12,0,1,0
3258,12,30,0,0
4907,22,0,5,0
2750,13,0,1,0
490,12,0,15,45
490,19,0,23,45
4283,12,0,0,30
2757,12,30,15,30
2757,19,30,1,0
4275,13,0,2,0
1800,12,0,23,30
4412,12,30,23,0
4899,12,0,15,30
4899,19,30,23,30
1793,12,0,1,0
5229,12,30,23,0
2756,12,30,16,0
2756,19,30,0,30
2676,19,30,0,30
4398,12,0,0,0
3949,12,30,1,0
1127,12,30,1,0
2800,12,30,15,30
2800,19,30,23,30
3929,22,0,3,0
6010,12,0,2,0
3305,11,0,1,0
4485,12,0,23,30
4571,12,0,0,30
3572,18,30,0,0
3250,12,0,0,0
6614,12,0,0,0
55,12,30,23,0
4959,13,0,2,0
2769,11,0,1,0
4118,12,30,0,30
1642,10,0,0,30
4137,12,0,1,30
1798,12,0,1,0
1797,12,0,1,0
2779,12,0,1,0
2225,13,0,1,0
549,12,0,16,0
549,19,0,23,0
3429,12,0,0,0
398,11,0,23,0
2005,12,0,0,0
2428,12,0,15,30
2428,19,0,23,30
857,12,0,0,0
1614,11,0,23,0
2458,7,0,1,0
374,11,0,22,30
6642,19,0,1,0
384,11,0,23,0
3308,11,0,23,0
929,12,30,0,30
4228,12,0,16,0
4228,19,0,0,0
5963,12,0,1,30
91,12,0,0,30
4648,12,0,1,0
2504,12,0,15,15
2504,18,30,23,15
1493,11,0,23,0
3409,11,0,23,30
4297,11,0,1,0
2654,12,0,0,0
3856,12,30,0,0
3912,12,0,1,0
5585,11,0,23,0
3188,11,0,0,0
4341,12,0,0,0
834,12,30,23,0
5230,12,0,0,0
5475,12,0,0,0
5709,19,30,0,30
165,12,30,23,30
3407,11,0,1,0
2907,11,0,2,0
3913,22,0,5,0
1799,12,30,15,30
1799,19,30,1,0
3259,11,0,0,0
2763,10,0,0,0
2425,12,0,15,30
2425,19,0,23,30
4339,12,0,15,0
4339,19,0,23,30
841,11,30,1,0
4255,12,30,1,0
1702,11,0,23,0
4751,12,0,1,0
3266,13,0,18,0
3266,19,0,1,0
4815,10,0,1,0
2302,9,0,23,0
3543,12,30,1,30
3397,12,30,15,0
3397,19,30,23,0
421,12,0,15,30
421,19,0,23,30
2639,12,0,0,0
5841,12,0,16,0
5841,19,0,23,0
3928,12,0,1,0
1819,7,0,0,0
2583,11,0,0,0
6611,9,0,23,30
1843,11,0,23,0
4260,10,0,21,0
5710,19,0,1,0
2755,12,0,1,0
844,12,0,23,30
463,9,0,0,0
4133,12,0,0,0
1064,12,0,0,0
553,9,0,23,0
89,11,0,22,0
467,12,0,15,30
467,18,0,23,0
2787,12,0,23,30
2199,12,0,1,0
2798,12,0,15,0
2798,19,0,0,0
3782,11,30,23,30
3747,11,0,23,0
2700,12,30,14,45
2700,18,30,23,45
2744,19,0,23,40
3732,11,0,2,0
2775,12,30,15,30
2775,19,30,23,30
4400,10,0,22,0
830,12,30,23,0
4821,11,0,1,0
4478,11,0,23,0
2852,11,30,23,15
3940,12,0,1,0
1496,12,0,0,0
799,12,0,1,0
2144,12,0,0,0
446,12,0,15,0
446,19,30,23,0
4156,13,30,23,0
1892,11,0,1,0
910,11,0,23,30
2648,12,0,0,30
4861,12,0,1,0
2427,12,0,15,30
2427,19,0,23,30
2677,11,0,1,0
2127,7,0,0,0
2632,12,0,23,0
5849,12,0,1,0
3421,12,0,0,45
5032,12,0,1,0
5556,12,0,1,0
1498,9,0,1,0
882,12,0,15,30
882,18,0,23,0
2913,12,0,1,0
1844,11,0,23,0
3237,12,0,1,0
1783,12,0,0,0
3413,8,0,1,0
1617,12,0,0,0
4816,11,0,1,0
303,8,0,23,0
575,11,0,23,0
2698,12,30,14,45
2698,18,30,23,45
938,11,0,0,30
4273,21,0,2,0
703,11,30,23,30
7044,12,0,0,0
554,11,0,23,0
413,11,0,23,0
1093,10,0,1,0
2768,17,0,2,0
2789,12,0,23,0
5978,22,0,4,0
2774,12,30,15,30
2774,18,30,23,0
461,12,0,15,30
461,18,0,23,0
1323,9,0,22,0
3695,12,30,0,0
2853,11,0,23,0
3697,12,0,15,30
3697,19,0,0,0
1922,12,30,15,0
1922,18,30,23,0
2338,11,0,23,0
3922,12,0,0,0
836,12,0,15,15
836,18,30,23,15
1017,12,30,15,30
1017,19,30,23,30
2170,12,0,15,30
2170,18,30,23,0
760,12,0,23,30
4041,12,0,0,0
166,12,30,23,30
4064,11,0,23,0
3579,11,0,23,0
2786,12,0,0,0
5062,11,0,0,0
2129,12,0,23,0
283,11,0,0,0
5636,12,0,21,30
3694,12,0,16,0
3694,19,0,0,0
3803,11,0,23,0
3792,22,0,6,0
5367,11,30,23,0
900,8,0,23,0
6195,11,30,23,30
4134,12,0,0,0
837,12,0,15,30
837,18,30,23,30
3262,12,0,0,0
5488,10,30,0,0
378,12,0,23,0
472,10,0,23,0
496,10,0,23,0
1442,11,0,23,0
1901,9,30,21,30
3089,12,0,0,0
228,11,0,23,0
3541,12,30,15,30
3541,19,30,0,0
3310,12,0,15,15
3310,19,0,23,30
2410,12,0,1,0
1789,10,0,0,30
4248,12,0,15,30
4248,19,0,23,30
3385,12,0,0,0
3902,11,0,0,0
1070,10,0,23,0
5796,11,0,23,0
400,11,0,23,0
138,12,30,0,0
4721,11,0,1,0
5942,11,0,23,0
1787,12,0,0,0
2298,11,0,23,0
1777,12,0,23,0
4469,12,0,23,30
3703,12,0,0,0
4933,12,0,1,0
1286,11,0,23,0
570,12,0,23,30
2647,19,0,0,30
2151,11,0,23,0
5502,13,0,0,0
3724,12,0,15,30
3724,19,0,1,0
2785,12,0,23,0
3422,9,0,1,0
3757,11,0,23,0
4254,12,0,0,0
5030,12,0,1,0
7047,11,0,0,0
3192,12,0,23,30
6909,12,0,1,0
6957,11,0,1,0
3798,9,0,23,30
2147,12,0,23,30
4805,11,0,1,0
3214,12,0,0,0
73,12,30,16,0
73,19,15,1,30
415,11,0,0,0
2423,12,0,1,0
869,11,0,23,0
2899,12,0,16,0
2899,18,30,23,0
3389,12,0,23,30
925,11,0,23,0
3487,12,0,0,0
2360,12,0,1,0
891,11,0,23,0
1134,11,0,16,0
1134,19,0,23,0
1484,11,0,23,0
3105,11,0,23,0
5960,12,0,0,0
3585,12,0,0,0
1701,11,0,0,0
4144,12,0,0,30
3189,12,0,0,0
5732,10,0,20,0
1018,12,30,15,0
1018,19,30,0,0
6620,12,0,0,0
164,12,0,0,0
396,7,0,23,0
3931,20,0,1,0
4753,12,0,0,0
1735,8,0,22,0
3954,12,30,14,30
3954,19,0,0,30
1626,12,0,0,0
3155,11,30,15,15
3155,19,0,23,15
556,10,0,0,0
870,11,0,23,0
5057,9,0,23,0
1226,12,0,15,15
1226,18,30,23,15
4766,9,0,1,0
5557,12,0,0,0
2690,0,0,0,0
4717,12,0,2,0
1840,11,0,23,0
2693,12,30,14,30
2693,19,0,23,30
2766,12,30,2,0
3715,8,0,23,0
2649,11,0,0,0
937,11,0,23,0
872,9,0,22,0
2725,12,30,14,45
2725,19,30,23,45
2336,8,30,0,0
1790,12,0,1,0
2832,7,0,0,0
4042,12,0,0,0
3062,12,0,0,30
3377,21,0,3,0
1849,11,0,0,45
3433,12,0,0,0
5004,9,0,23,0
3620,11,30,23,0
3090,13,0,23,0
3568,12,0,23,30
4097,12,0,15,30
4097,19,0,0,30
4051,12,0,0,0
420,11,30,15,30
420,19,0,23,0
3567,9,0,1,0
5815,10,0,23,30
6144,11,0,23,0
947,12,0,23,30
