910,3.1,46,2000
2648,3.2,26,1800
4861,3.3,17,1000
2427,3.4,37,1500
2677,3.2,32,1600
2127,3.8,31,250
2632,3.8,39,1100
5849,3.8,58,2500
3421,3.9,30,1200
5032,3.8,41,1500
5556,4.2,37,1000
1498,2.8,20,350
882,3.9,31,1800
2913,2.8,28,900
1844,3.4,29,500
3237,2.7,30,1700
1783,3.3,20,2000
3413,2.8,18,2000
1617,3.5,19,2000
4816,3.2,15,1000
303,3.5,25,300
575,3.3,33,500
2698,3.9,18,3500
938,3.1,29,1600
4273,2.5,20,3000
703,3.2,25,1200
7044,3.9,10,2000
554,3.3,31,200
413,3.4,47,400
1093,3.0,24,350
2768,3.6,21,2500
2789,3.5,31,1200
5978,3.0,25,2500
2774,4.3,108,450
461,3.4,29,700
1323,3.5,23,300
3695,3.8,31,1600
2853,3.4,12,500
3697,3.5,21,2500
1922,3.4,30,700
2338,3.7,36,500
3922,3.4,30,1000
836,3.4,36,500
1017,3.6,39,1200
2170,3.6,168,400
760,3.6,24,1500
4041,2.9,30,1600
166,3.2,34,1200
4064,4.0,34,600
3579,2.8,18,400
2786,3.0,33,1400
5062,3.0,33,1000
2129,3.6,39,1500
283,3.3,19,1500
5636,3.9,31,400
3694,4.1,36,1600
3803,3.8,29,300
3792,3.1,26,2000
5367,3.9,28,800
900,3.8,25,200
6195,3.5,39,800
4134,3.6,27,2000
837,3.2,33,500
3262,3.3,23,1000
5488,3.5,13,2000
378,3.0,38,500
472,3.3,52,200
496,3.4,30,200
1442,3.4,14,400
1901,3.5,25,500
3089,2.7,33,1700
228,3.2,23,500
3541,3.4,21,1200
3310,3.2,49,1400
2410,3.8,40,1500
1789,3.4,36,800
4248,3.9,25,1500
3385,3.0,15,1400
3902,3.3,27,1100
1070,3.7,32,300
5796,4.1,11,450
400,3.3,36,600
138,3.3,23,1200
4721,3.3,27,1200
5942,3.9,57,500
1787,2.9,19,1000
2298,3.2,24,200
1777,3.8,32,400
4469,3.4,24,1000
3703,3.6,30,1000
4933,3.8,23,1000
1286,3.2,22,600
570,3.2,29,1300
2647,3.7,12,1400
2151,3.5,28,400
5502,4.1,25,1300
3724,3.7,35,1400
2785,3.4,26,3000
3422,3.1,21,1000
3757,3.8,28,150
4254,3.9,27,800
5030,3.4,28,1000
7047,3.7,10,800
3192,4.0,44,1500
6909,3.3,10,1500
6957,3.0,14,750
3798,2.3,20,1600
2147,3.5,25,1500
4805,2.2,43,1000
3214,3.3,26,2500
73,3.9,25,800
415,3.0,30,400
2423,3.8,24,1500
869,3.7,27,300
2899,3.7,28,700
3389,3.3,35,2000
925,3.6,29,500
3487,3.9,29,1000
2360,3.2,21,700
891,3.7,30,300
1134,2.3,29,800
1484,3.6,40,350
3105,2.7,28,900
5960,3.7,19,1300
3585,3.0,25,1500
1701,3.3,29,800
4144,3.4,18,2000
3189,2.4,28,1000
5732,3.1,24,1000
1018,3.8,33,1200
6620,3.1,28,1000
164,3.3,33,1200
396,3.7,26,250
3931,3.7,10,3000
4753,3.2,20,1000
1735,3.2,21,250
3954,3.9,26,3000
1626,3.9,31,1000
3155,3.6,22,750
556,3.3,32,300
870,3.8,18,300
5057,3.3,35,350
1226,3.2,28,500
4766,4.1,29,700
5557,3.9,34,1800
2690,4.3,21,3000
4717,3.8,16,1000
1840,3.6,22,500
2693,4.4,22,5000
2766,3.4,16,1000
3715,3.3,26,200
2649,4.0,29,800
937,3.3,24,350
872,3.6,27,600
3392,3.7,21,200
2725,4.1,30,6000
2336,3.1,17,200
1790,3.7,28,800
2832,4.0,10,1400
4042,3.6,32,2000
3062,2.8,13,1200
3377,3.4,13,1500
1849,3.9,27,3000
3433,3.3,22,1000
5004,3.4,14,500
3620,3.6,26,2000
3090,3.3,33,150
3568,2.8,16,1000
4097,3.9,18,1800
4051,2.8,33,2000
420,3.3,24,600
3567,3.6,17,1500
5815,3.6,17,500
6144,4.2,39,500
947,3.8,31,1100
1795,3.3,30,750
60,2.8,26,800
2421,3.2,16,450
399,3.3,20,250
2699,3.9,16,2500
1083,3.0,19,300
462,3.9,24,700
2090,3.3,21,800
4230,3.3,13,1500
3075,3.6,23,800
3191,3.1,30,1000
2675,4.0,30,5000
2327,3.6,17,400
3431,3.1,42,1500
4758,3.3,22,400
3466,3.9,32,500
2436,3.6,22,300
2694,4.4,25,5000
3593,3.0,14,400
5056,3.1,21,350
3899,3.8,28,1000
550,3.4,27,200
2128,3.5,36,1000
1128,3.6,12,650
203,3.9,23,500
4607,3.5,16,2000
1726,3.0,20,500
666,3.5,13,400
3172,3.0,29,500
718,3.2,24,1600
376,3.3,24,400
1796,4.0,26,2000
1533,3.2,25,400
1494,2.8,27,1300
3388,3.4,14,1300
4700,3.4,17,750
1883,2.7,17,600
840,3.2,28,500
3706,3.5,12,1000
4631,3.7,29,200
3934,3.4,20,500
225,3.2,27,500
481,3.3,27,800
2689,4.2,26,4000
1037,3.7,19,800
6992,3.6,13,1600
1531,3.9,27,1400
2783,3.9,24,4000
167,3.3,32,1200
949,3.1,26,1500
1937,3.3,22,500
3428,3.3,31,800
1333,2.7,18,400
898,3.1,32,250
3491,2.8,21,600
4227,3.7,22,400
3242,3.8,33,1700
5503,4.1,14,8000
450,3.0,29,1000
2440,3.6,33,1000
3207,3.0,14,2000
3542,3.5,24,1500
3083,2.8,24,1300
3539,3.2,15,250
1507,3.4,25,400
426,3.7,9,450
1467,3.9,23,700
122,3.0,15,1500
4851,3.3,14,1500
3406,3.7,27,1200
1063,3.6,30,2000
451,3.4,41,1000
3041,3.3,23,250
4746,4.0,26,700
3255,3.6,25,1600
64,3.7,23,3000
3235,4.1,16,4000
4833,3.1,21,500
3225,2.7,11,1500
4830,3.3,13,600
149,3.4,16,300
6009,4.0,46,600
385,3.6,26,500
1219,3.3,29,1000
6616,3.5,16,1500
387,3.1,15,300
2586,3.7,18,400
171,4.0,17,250
1851,3.5,25,1500
4923,3.1,24,2000
414,3.8,28,1300
2780,4.0,7,3500
278,3.8,32,1000
4096,3.8,27,600
3721,4.0,25,1400
209,3.6,24,500
2148,3.8,18,1200
69,3.5,24,1300
6630,4.0,14,250
950,3.3,21,150
3707,3.7,21,300
1244,3.5,13,1500
1036,3.1,21,250
3600,3.2,23,700
2971,3.2,20,400
1243,3.7,17,1500
422,3.2,22,1200
3696,2.9,18,1600
224,3.5,25,500
1218,4.0,21,1500
2947,3.6,37,700
2572,4.2,30,250
6968,3.3,8,750
270,3.3,18,300
3269,3.2,15,1000
243,2.6,15,300
3190,3.9,29,1500
4834,3.3,23,800
4296,3.7,23,500
1217,3.3,20,1500
899,3.9,34,200
1040,3.1,27,700
6742,3.5,16,250
3926,3.9,22,2500
930,3.1,22,1200
3802,3.5,13,1200
1329,2.4,14,300
1627,3.8,29,1000
1491,3.4,49,350
2778,3.6,29,1800
4048,3.8,28,500
1396,3.5,15,300
4863,3.3,12,1000
927,3.0,13,800
2866,3.3,28,500
1207,3.3,29,700
801,3.6,22,800
50,3.4,21,800
65,3.5,22,1500
2701,4.8,15,6000
4385,3.4,33,400
4900,3.1,20,2000
5711,3.1,24,750
2429,3.0,30,1300
6338,3.9,25,700
483,3.9,17,800
4662,3.3,12,150
4401,3.4,22,1500
1734,2.6,20,400
2180,3.3,20,200
1895,4.1,25,2000
2150,3.4,11,500
196,3.6,18,250
366,3.6,11,1000
807,3.5,28,350
2143,3.4,27,350
2438,3.1,22,1200
5115,3.3,16,350
3783,3.5,17,400
130,3.3,10,800
858,3.1,17,600
5712,3.2,20,750
4574,3.8,20,1500
774,3.2,12,350
820,3.3,26,1100
1848,3.0,20,250
3034,3.7,36,350
3400,3.6,22,2500
4642,3.7,11,1200
3576,2.7,10,400
4362,3.8,14,4000
3208,3.7,16,2000
497,3.1,26,200
2329,4.0,24,350
3138,3.3,10,1000
3344,3.5,20,400
305,3.2,18,450
6863,3.5,20,600
2845,3.7,20,600
4724,3.2,19,350
948,3.5,11,1000
2644,3.3,25,700
4249,3.9,23,300
1683,3.3,33,500
3921,3.3,18,1000
125,3.4,20,600
1805,3.3,24,600
5548,3.3,18,1000
2770,3.6,16,3000
1876,3.1,26,1000
3674,3.8,14,1200
5588,3.0,8,450
4284,3.4,14,1500
4052,3.0,17,2000
2430,3.9,24,1700
1669,3.9,15,2000
828,2.7,10,400
1082,3.3,12,300
4857,3.0,11,600
3106,3.7,16,1200
2811,3.0,12,500
3589,4.1,11,250
2682,4.1,13,2500
4810,3.8,21,4000
168,3.0,9,700
329,2.4,24,250
3840,3.4,20,400
1538,3.4,11,900
1167,2.8,24,800
3749,2.3,11,300
3860,2.7,17,900
6725,3.2,31,2000
2771,4.2,11,2500
2518,2.7,24,600
3349,3.8,13,1200
175,3.6,7,250
2227,3.8,18,250
435,3.2,22,350
3891,3.4,11,3000
3774,3.2,17,250
3806,3.1,18,250
1480,3.0,19,300
3091,2.8,19,1300
5052,2.9,22,900
3171,3.5,15,2500
103,3.5,25,600
121,3.3,28,1000
132,3.1,21,800
1509,3.2,23,400
3246,3.4,8,2500
2708,3.8,19,3500
2747,3.8,16,4000
2903,3.1,31,250
3276,2.6,8,1200
2772,3.8,20,2500
3924,2.8,9,3000
2541,3.3,25,500
936,4.2,13,350
2784,3.6,15,1600
931,3.5,18,350
425,3.2,19,1000
1245,3.4,27,1500
2439,3.4,30,1000
412,3.7,23,400
4754,3.0,10,2500
2226,4.0,17,250
457,3.4,16,400
1028,3.1,14,300
4250,3.5,13,400
903,2.9,9,1000
6805,2.4,8,2000
5733,3.2,13,800
5910,3.2,9,1200
1670,4.1,13,2000
821,3.1,25,1100
3814,3.6,20,400
3347,3.4,21,600
67,3.4,21,500
131,2.9,18,1400
474,3.9,15,800
3240,3.2,14,2500
7027,3.8,27,750
6179,3.1,20,400
815,3.7,17,800
5055,3.4,13,600
4910,3.6,22,9000
5001,3.2,22,950
2645,3.0,34,600
1067,3.6,18,1500
2165,3.1,23,200
2232,3.2,26,500
208,3.5,26,500
192,3.1,10,250
1021,3.2,11,200
3843,3.3,24,250
68,3.6,31,1000
1529,3.8,14,1700
2797,3.2,21,500
219,3.8,28,500
3914,3.5,21,3500
2799,3.9,17,1200
997,3.4,21,2000
3766,2.9,15,500
1406,3.2,18,250
6604,3.3,23,400
4399,3.3,23,1500
53,3.0,13,800
3265,3.5,11,1200
3381,3.3,12,1200
1275,3.2,20,700
757,2.9,20,200
3595,3.5,14,400
3084,3.0,16,1000
3027,3.9,22,2500
4479,3.7,24,500
2483,3.1,17,700
6325,3.8,14,1800
5818,3.0,17,1000
1241,3.4,20,1500
2663,3.4,12,2200
484,3.2,21,200
3039,3.0,21,300
4257,3.7,13,500
427,2.7,7,450
2667,2.7,24,400
3387,3.4,11,1300
365,3.1,24,1000
2431,3.0,25,400
591,3.0,25,200
3547,3.8,15,3000
4450,3.1,23,450
3675,2.6,37,350
3394,3.5,14,1500
4470,3.3,7,700
66,3.3,26,1300
439,2.9,11,350
2598,3.7,20,300
3307,3.4,17,700
2156,3.4,23,800
3584,3.3,10,850
2217,4.0,17,1500
1621,2.9,12,1000
3232,3.1,17,1600
3268,3.2,16,2500
839,3.5,24,500
1149,3.0,28,300
4902,3.5,11,3500
227,3.3,26,500
317,3.5,19,450
996,3.3,30,1200
1220,3.7,13,1000
1173,3.2,27,300
285,2.9,14,650
2342,3.1,10,1200
1143,3.3,18,1000
2781,3.9,24,2000
202,3.2,23,500
1666,2.9,21,450
2303,3.5,25,200
1616,3.0,18,350
3722,3.0,12,1500
4956,4.1,20,200
1253,3.3,25,400
966,2.6,9,700
1065,3.1,16,1500
2234,3.2,13,1200
1654,3.4,22,250
1684,3.8,23,500
3564,3.2,12,650
4739,3.4,47,500
4251,3.2,15,300
4547,2.5,21,900
776,3.1,17,350
954,3.7,10,250
2966,3.6,28,500
1902,3.9,21,1200
3678,2.3,26,500
3168,3.3,11,1800
3712,3.5,29,500
3858,3.4,21,300
5518,2.3,16,150
2826,2.4,19,300
3213,3.3,15,700
3426,2.9,9,1500
4927,3.6,9,800
4626,3.2,13,600
112,3.1,11,900
1092,2.7,7,350
1492,3.5,19,350
1301,3.6,27,500
3174,2.3,11,1000
919,3.8,21,1700
2609,3.3,16,600
5173,3.0,11,700
2904,3.6,11,600
3086,3.0,10,600
3449,3.0,17,300
491,3.2,25,200
3817,3.0,16,600
2443,3.5,10,3500
2825,2.6,25,650
4702,3.0,11,600
4743,2.7,12,350
1060,2.7,19,700
3906,2.8,9,1500
2672,2.2,25,350
3598,3.5,17,1500
1769,3.4,16,1300
4855,3.0,6,600
715,3.0,21,1600
1161,3.6,16,350
482,3.8,16,800
2118,3.3,14,350
207,3.2,26,500
445,2.8,9,700
833,3.4,24,600
722,3.3,18,1600
3959,3.4,19,2500
3580,3.2,17,1400
2840,3.8,14,800
4825,3.3,25,300
3606,2.8,13,450
480,3.1,12,800
668,3.7,15,500
1791,3.0,11,2000
2004,3.8,29,4500
3425,3.2,17,2000
4769,3.2,14,1000
2437,3.3,16,1500
1882,3.4,24,200
1365,3.1,10,750
215,3.7,24,500
428,3.5,11,450
2114,2.9,13,1000
4749,3.8,22,150
3311,3.6,16,1500
2939,3.3,15,600
1836,3.3,29,500
1838,3.6,24,500
2326,2.3,22,350
6003,3.7,20,600
4241,3.4,19,1000
4901,3.8,24,1000
6984,3.6,21,2000
5608,3.4,11,1200
594,3.1,7,250
1781,3.2,27,300
574,3.2,13,500
1267,3.9,15,900
921,3.1,10,500
3741,3.1,18,750
6392,2.8,8,500
4722,3.5,25,700
1032,3.0,24,1200
200,4.1,17,500
363,3.1,19,350
3861,2.9,22,900
3905,2.8,19,600
5982,2.8,11,300
4102,3.3,11,600
3081,3.6,18,500
5141,2.9,22,900
5172,3.3,7,400
3371,3.1,16,100
4050,3.1,13,1200
2985,2.6,12,450
5941,3.3,11,300
5104,3.7,13,250
1677,3.2,21,800
3754,3.1,16,500
5946,3.2,9,1000
1875,2.5,17,250
3709,2.5,10,300
406,3.2,29,600
3788,3.3,22,600
2622,3.2,13,350
2009,3.0,21,500
1516,2.6,16,1000
6204,3.3,19,450
4487,3.7,18,2500
2115,3.4,10,1200
441,2.8,16,350
4343,2.8,19,450
851,2.3,16,150
967,3.6,12,500
3206,2.8,9,2000
5736,3.9,10,400
160,3.7,15,300
1846,4.0,23,500
3910,3.2,23,5000
5754,3.9,27,1000
875,3.3,26,2000
2665,4.0,25,700
1497,2.9,16,350
4871,2.6,13,1200
1729,3.0,12,400
1375,3.3,9,550
572,2.8,13,400
1258,3.3,18,400
2873,3.4,19,500
4404,3.7,11,2000
223,3.8,24,500
320,3.4,13,450
5552,3.1,9,400
1913,3.9,21,1000
5847,3.6,16,1000
4567,3.2,13,800
105,3.2,13,600
1053,3.2,17,400
4726,2.2,17,200
4568,3.5,11,2000
576,2.6,13,500
3065,2.8,14,300
1162,3.8,22,600
230,4.0,29,500
3306,3.0,21,1000
386,3.6,23,500
348,2.9,14,700
1733,3.3,17,800
764,3.5,17,650
3764,3.1,15,400
4606,3.7,10,2000
893,2.5,16,400
388,3.0,8,300
980,3.4,19,700
4171,2.6,14,200
1785,3.6,10,1500
543,2.8,13,250
2762,3.5,14,2000
4917,3.6,14,4000
3226,3.3,11,2000
3544,3.7,23,1500
6842,4.1,25,400
3251,3.6,21,1500
905,3.1,17,750
1661,3.4,23,1000
1473,3.2,14,250
838,3.5,29,500
242,3.0,13,300
582,3.2,14,400
1675,3.5,13,200
2091,2.3,15,250
3699,3.2,11,400
1084,3.1,15,300
2457,2.4,13,200
1395,3.4,14,300
4486,3.6,16,2500
3176,2.7,18,700
229,3.0,22,500
393,3.7,17,600
245,3.4,18,300
338,3.4,22,600
1951,3.4,11,450
2793,4.0,11,400
1722,3.3,8,400
3953,3.2,12,1200
2614,2.8,20,450
3402,3.5,9,550
7061,2.9,12,2000
3575,3.8,29,2500
4618,3.3,12,200
169,3.8,11,700
3231,3.6,16,300
4159,3.7,21,120
2885,3.5,13,2000
4271,3.5,13,700
2046,2.5,11,250
3390,3.2,9,1000
2271,3.3,21,350
5955,3.5,16,350
452,3.5,25,1000
3087,2.7,9,800
1135,2.9,16,250
1839,3.8,26,500
3964,3.1,14,1700
3414,3.3,12,500
1555,2.3,7,250
5207,3.7,24,500
1239,3.8,17,350
2743,3.0,21,2500
2530,3.4,17,400
775,3.4,10,350
810,3.0,18,150
3908,3.5,13,1500
4886,2.9,16,500
3719,3.4,15,1500
157,3.0,11,300
3164,2.7,12,700
7036,4.1,17,2000
7048,3.4,17,400
4922,3.4,10,350
5212,3.6,16,1300
2898,3.3,8,1000
3032,3.7,14,350
3935,3.4,15,1500
2589,3.0,15,250
2117,3.3,23,350
1453,2.8,19,200
6065,3.8,23,450
3379,3.4,29,2500
4552,3.5,14,750
7001,3.1,12,2800
2121,3.3,27,1200
926,3.4,22,150
3942,3.4,29,600
4727,2.6,18,150
4611,3.0,8,1500
4738,3.4,12,250
773,2.9,18,350
6542,3.6,14,500
3212,2.6,14,1200
402,3.1,16,600
933,3.3,11,350
313,3.7,18,450
909,2.9,8,400
3728,3.6,18,750
6794,3.0,8,350
4481,3.4,26,1400
4403,3.5,23,1100
829,2.7,13,600
3937,3.8,7,4000
6824,3.4,18,300
4719,3.7,17,2000
4838,3.3,21,200
5898,3.5,13,500
1075,3.7,13,500
3936,3.2,9,800
6200,3.7,11,1500
3274,3.7,9,1500
4413,3.3,12,650
1216,3.0,19,300
4045,3.4,12,800
403,2.8,18,600
730,2.8,16,700
148,3.3,14,300
282,2.8,16,250
1055,3.2,23,1100
6808,2.6,10,1500
4247,3.5,24,1000
4270,3.3,24,700
4142,3.9,10,2500
3594,3.9,14,400
4938,3.3,18,600
152,2.4,14,300
742,2.9,22,300
878,2.5,8,200
1443,2.9,18,400
4263,3.0,16,400
4473,3.5,21,200
4146,3.0,24,800
3640,3.4,22,400
4994,2.6,17,750
3312,3.8,8,1500
884,1.8,8,100
298,3.2,18,400
3771,3.1,17,500
2394,3.4,14,400
2460,3.6,13,400
4931,3.9,29,500
6171,3.4,18,400
5138,4.1,21,400
5210,3.8,13,2000
1208,3.4,12,500
324,3.3,6,400
3007,2.6,12,800
3716,3.2,9,450
3796,3.3,14,500
1440,3.0,4,1200
6809,3.3,18,700
5587,3.7,15,300
4659,2.5,12,150
5497,3.5,13,700
238,3.1,11,300
1751,3.1,27,200
3511,3.1,14,2000
5244,3.9,12,500
1240,3.8,16,350
185,3.7,19,250
1700,3.2,19,1100
1786,2.9,16,1500
2149,3.6,12,250
6812,4.3,9,9000
4748,3.3,30,500
1721,3.2,15,750
1974,3.1,23,200
2834,3.1,16,400
1681,2.7,24,350
3043,3.6,23,500
4262,3.2,16,300
3291,2.7,18,1000
4620,3.6,7,200
2228,2.8,13,400
1692,3.1,9,200
3844,3.4,14,300
3855,3.7,24,4000
2229,3.5,15,1300
3200,2.6,8,1200
4660,2.3,16,200
1804,3.1,17,600
465,3.8,13,1500
1061,3.5,21,1000
3916,2.7,26,150
2038,3.3,20,350
1466,3.2,10,400
6995,2.8,14,500
5980,3.7,14,2500
4355,3.9,12,3000
1698,3.0,11,600
1315,2.4,14,250
3756,3.3,8,500
3925,3.9,7,2500
2238,3.0,12,600
1348,3.1,21,200
1313,3.6,16,300
1676,3.2,13,200
894,2.1,8,1000
4092,3.4,16,300
3483,3.5,11,600
4161,4.2,21,800
1745,3.0,12,150
2746,4.0,11,3000
956,3.0,23,250
3604,3.0,8,600
1445,2.7,13,350
443,3.1,26,350
3455,2.9,21,300
201,3.7,24,500
177,3.2,13,250
3859,2.6,11,900
1881,2.8,11,400
3642,3.2,17,600
1424,3.6,24,200
1439,3.7,19,1600
3195,3.9,10,4500
4916,2.9,25,450
355,3.4,10,350
1056,3.4,9,600
1085,2.5,15,1000
3412,2.9,14,1000
1413,2.5,24,350
4759,3.5,15,200
5399,4.0,13,800
1030,2.1,14,300
3629,2.8,17,500
1113,3.0,19,700
2749,3.9,29,6000
3518,3.1,9,400
6955,3.2,7,3000
3120,2.1,7,500
3355,3.1,17,300
147,3.1,13,300
416,3.5,20,400
565,3.3,12,600
2670,3.4,17,500
4818,2.5,11,2500
5603,3.1,30,600
5913,3.3,23,1000
3222,2.9,11,200
401,2.7,24,600
1938,3.5,24,450
3173,3.1,23,500
1703,3.1,18,500
2752,3.9,12,2500
2761,3.5,11,2000
897,3.2,12,400
908,3.6,10,500
1086,3.5,10,300
4160,3.9,15,1100
2221,3.4,11,400
2146,3.0,15,500
2167,3.2,10,350
2982,2.6,13,800
153,3.2,10,300
803,2.5,13,800
3506,3.1,21,100
3647,2.4,14,300
1547,3.4,16,500
5639,3.7,22,600
5644,2.8,10,700
3309,2.9,13,1000
4493,4.1,10,3000
2272,3.5,14,300
134,2.6,11,800
680,3.2,23,300
2276,3.0,16,400
4544,3.2,20,500
3818,3.1,10,400
1345,3.3,15,900
4912,3.4,24,600
1185,3.8,12,1600
783,3.1,11,300
2331,2.9,14,200
1346,2.7,15,900
2828,3.5,15,500
3220,2.9,13,300
3346,3.2,25,600
6866,3.2,12,900
800,3.1,9,750
2093,2.8,25,250
1573,3.2,11,350
2892,3.6,15,400
1372,3.7,29,500
1727,2.8,14,400
720,2.3,19,1600
1342,3.1,14,400
1618,3.5,45,300
4298,3.9,21,500
4389,3.8,16,3000
3035,3.2,18,350
2753,3.2,21,800
1223,3.0,16,500
780,2.6,14,900
2352,3.5,17,100
1611,3.0,7,450
6475,3.0,10,500
3329,2.9,16,150
5124,3.7,24,700
3714,3.8,12,600
3740,3.3,12,200
2215,3.5,13,400
2299,3.7,25,200
2999,3.5,14,800
5678,3.1,14,400
409,2.8,9,250
334,2.2,17,250
1544,3.6,7,1500
3020,3.4,8,1500
1115,3.1,14,700
437,2.3,13,350
832,3.3,20,600
205,3.8,23,500
345,3.3,12,700
479,2.4,16,800
2688,3.6,7,2000
5521,2.7,11,200
3852,2.7,14,850
1597,2.7,8,200
5723,3.7,22,500
4521,3.3,23,450
2556,3.7,17,250
4242,2.9,8,450
1900,3.5,12,3000
1967,3.2,16,800
6303,3.2,17,400
5428,3.4,17,500
3386,3.9,14,1500
150,3.0,13,300
306,3.7,9,450
1641,3.4,10,1000
5589,2.3,9,450
5869,3.1,10,400
1704,3.5,12,500
6361,3.8,10,450
3063,2.7,9,450
1200,2.8,5,250
1204,3.3,21,250
1116,2.5,12,700
4369,3.6,29,5000
3613,3.6,8,300
188,3.1,11,250
4114,3.2,28,800
3423,3.3,12,1200
6170,3.7,17,400
2916,2.8,8,450
1291,2.6,12,400
2492,3.3,14,300
3006,3.8,11,800
3362,3.6,15,600
551,3.1,26,200
1325,2.8,10,300
3952,2.7,11,1500
2000,2.9,14,250
2130,2.9,12,600
7070,3.8,19,1500
5817,3.5,10,2000
4654,3.4,14,1600
2812,3.0,28,500
2727,3.4,29,5000
4209,3.7,17,250
3607,2.8,7,150
6861,3.0,9,400
7043,3.1,13,2000
3170,3.7,28,500
5519,2.1,15,200
2863,3.4,17,400
4685,2.5,13,500
2975,2.9,13,600
190,3.0,14,250
321,3.3,16,450
104,3.9,9,2000
357,3.7,15,450
3770,3.0,10,500
2308,2.5,10,200
2433,2.7,15,400
3597,3.5,16,400
7068,2.5,4,400
4953,3.4,25,800
2777,3.6,19,5000
4636,2.9,15,450
221,3.5,30,500
252,3.7,17,600
573,2.9,11,700
4057,3.4,22,200
3437,2.8,14,300
6800,2.5,8,250
3154,3.0,12,900
5042,4.1,16,4500
2849,2.7,18,250
4465,2.9,8,1000
5531,2.8,16,350
178,3.2,9,250
449,2.5,17,300
763,3.1,14,800
1097,3.3,26,200
3631,3.5,29,800
6777,3.4,16,700
4817,3.4,14,300
186,3.0,6,250
995,3.0,17,250
4123,3.4,8,400
4162,3.0,16,200
1914,3.1,28,300
3510,2.9,8,2000
6374,2.8,9,300
5158,2.5,13,700
1152,2.5,10,1000
2912,2.8,12,900
2932,2.8,11,300
819,3.7,12,1000
4081,3.4,11,300
2216,3.3,9,1000
2008,2.3,11,200
1458,2.8,5,250
3124,3.5,11,600
4725,2.4,12,150
5778,3.0,11,450
3233,2.8,12,1000
235,3.0,8,300
370,2.9,11,800
1673,2.7,11,150
1455,2.3,12,400
1624,3.5,23,750
4889,3.1,10,2000
5508,2.8,13,400
6969,3.1,9,1600
3938,3.3,9,2500
4955,3.2,25,500
4231,3.0,6,250
3334,2.8,19,700
4387,2.9,9,2000
4039,3.5,8,850
